Material,Material Description,Plant,Storage Location,Movement Type,Posting Date,Qty in Un. of Entry,Unit of Entry,Movement Type Text,Document Date,Qty in OPUn,Order Price Unit,Order Unit,Qty in order unit,Entry Date,Amount in LC,Purchase Order,Movement indicator,Base Unit of Measure,Quantity,Material Doc. Year,Debit/Credit ind,Trans./Event Type,Material Type,Vendor Code
31046478,KIRLOSKAR CHILLER COMPRESSOR LUBRICATING,8110,HVAC,101,2021-03-24,80,L,GR goods receipt,2021-03-17,80,L,L,80,2021-03-24,119700,4400049132.0,B,L,80,2021,S,WE,ZCON,56724.0
31046478,KIRLOSKAR CHILLER COMPRESSOR LUBRICATING,8110,HVAC,101,2020-06-08,30,L,GR goods receipt,2020-05-16,30,L,L,30,2020-06-08,44888,4400040541.0,B,L,30,2020,S,WE,ZCON,56724.0
31046483,"DIGITAL PRESSURE GAUGE, MAKE: WIKA, MODE",8110,INSP,101,2020-08-20,2,NO,GR goods receipt,2020-07-30,2,NO,NO,2,2020-08-20,56050,4400042212.0,B,NO,2,2020,S,WE,ZCON,56724.0
31046487,"BEND SS 2""",8110,HVAC,101,2020-12-03,10,NO,GR goods receipt,2020-12-02,10,NO,NO,10,2020-12-03,1601,4400046776.0,B,NO,10,2020,S,WE,ZCON,56724.0
31046487,"BEND SS 2""",8110,BOIS,101,2020-07-10,20,NO,GR goods receipt,2020-07-09,20,NO,NO,20,2020-07-10,3400,4400043236.0,B,NO,20,2020,S,WE,ZCON,56724.0
31046503,"THREE VALVES GROUP 230V,CAT NO: 10002803",8110,4017,101,2020-06-01,1,NO,GR goods receipt,2020-05-30,1,NO,NO,1,2020-06-01,34934,4400040613.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046505,"ASS. STEAM GENERATOR 230V UDK159-169,CAT",8110,4017,101,2020-06-01,1,NO,GR goods receipt,2020-05-30,1,NO,NO,1,2020-06-01,61407,4400040613.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046511,"PTFE TUBE CONNECTION M8 50,PART NO:61805",8110,4017,101,2020-07-11,1,NO,GR goods receipt,2020-07-08,1,NO,NO,1,2020-07-11,2209,4400040962.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046512,"METROHM LABYRINTH SEAL,PART NO:48034060,",8110,4017,101,2020-07-11,2,NO,GR goods receipt,2020-07-08,2,NO,NO,2,2020-07-11,804,4400040962.0,B,NO,2,2020,S,WE,ZCON,56724.0
31046513,"AIR PUMP ASSY,PARTNO:38033020",8110,4017,101,2020-07-11,1,NO,GR goods receipt,2020-07-08,1,NO,NO,1,2020-07-11,28122,4400040962.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046514,"CURRENT CONVERTER MAKE: MINILEC, RANGE:",8110,ELSP,101,2020-05-27,5,NO,GR goods receipt,2020-05-27,5,NO,NO,5,2020-05-27,3275,4400041343.0,B,NO,5,2020,S,WE,ZCON,56724.0
31046557,TRANSFORMER  100VA (VESSELS),8110,ELSP,101,2020-11-10,3,NO,GR goods receipt,2020-10-28,3,NO,NO,3,2020-11-10,13500,4400046312.0,B,NO,3,2020,S,WE,ZCON,56724.0
31046559,BEARING 608 ZZ,8110,EQSP,101,2020-11-20,50,NO,GR goods receipt,2020-10-27,50,NO,NO,50,2020-11-20,5456,4400045659.0,B,NO,50,2020,S,WE,ZCON,56724.0
31046563,"HMI MAKE: PROFACE,GC-4408W, MODEL:PFXGE4",8110,INSP,101,2020-07-02,1,NO,GR goods receipt,2020-06-25,1,NO,NO,1,2020-07-02,29450,4400042720.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046563,"HMI MAKE: PROFACE,GC-4408W, MODEL:PFXGE4",8110,INSP,101,2020-07-02,1,NO,GR goods receipt,2020-07-02,1,NO,NO,1,2020-07-02,29450,4400042720.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046565,"CLEAN ROOM DOOR, SIZE:1200(W) X 2100 MM",8110,CCPJ,101,2020-10-12,2,NO,GR goods receipt,2020-10-12,2,NO,NO,2,2020-10-12,34780,4400045783.0,B,NO,2,2020,S,WE,ZCON,56724.0
31046567,"SIGHT GLASS TUBE SPARE,MODEL : SGIL-150-",8110,EQSP,101,2020-05-12,3,NO,GR goods receipt,2020-05-08,3,NO,NO,3,2020-05-12,8370,4400041003.0,B,NO,3,2020,S,WE,ZCON,56724.0
31046569,"EPDM TUBE Ø4.8 X 8MM,CAT NO: 10002411,MA",8110,4017,101,2020-05-28,1,NO,GR goods receipt,2020-05-27,1,NO,NO,1,2020-05-28,2176,4400041492.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046569,"EPDM TUBE Ø4.8 X 8MM,CAT NO: 10002411,MA",8110,4017,101,2020-05-28,1,NO,GR goods receipt,2020-05-27,1,NO,NO,1,2020-05-28,2176,4400040833.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046570,"PIPE CONNECTING PIECE Ø9,CAT NO: 1000294",8110,4017,101,2020-05-28,1,NO,GR goods receipt,2020-05-27,1,NO,NO,1,2020-05-28,870,4400040833.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046570,"PIPE CONNECTING PIECE Ø9,CAT NO: 1000294",8110,4017,101,2020-05-28,5,NO,GR goods receipt,2020-05-27,5,NO,NO,5,2020-05-28,4352,4400041492.0,B,NO,5,2020,S,WE,ZCON,56724.0
31046571,"PIPE JUNCTION 06-1/8M OR VITON,CAT NO: 1",8110,4017,101,2020-05-28,2,NO,GR goods receipt,2020-05-27,2,NO,NO,2,2020-05-28,2611,4400041492.0,B,NO,2,2020,S,WE,ZCON,56724.0
31046571,"PIPE JUNCTION 06-1/8M OR VITON,CAT NO: 1",8110,4017,101,2020-05-28,1,NO,GR goods receipt,2020-05-27,1,NO,NO,1,2020-05-28,1306,4400040833.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046572,"PIPE JUNCTION L 06-1/8M OR VITON,CAT NO:",8110,4017,101,2020-05-28,1,NO,GR goods receipt,2020-05-27,1,NO,NO,1,2020-05-28,2611,4400040833.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046572,"PIPE JUNCTION L 06-1/8M OR VITON,CAT NO:",8110,4017,101,2020-05-28,6,NO,GR goods receipt,2020-05-27,6,NO,NO,6,2020-05-28,15667,4400041492.0,B,NO,6,2020,S,WE,ZCON,56724.0
31046576,"EXTERNAL VALVE ARRAY, MAKE: MERCK, CATAL",8110,INSP,101,2020-06-25,1,NO,GR goods receipt,2020-06-17,1,NO,NO,1,2020-06-25,274000,4400042194.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046577,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:5,8110,EQSP,101,2020-11-10,2,NO,GR goods receipt,2020-10-31,2,NO,NO,2,2020-11-10,1581,4400042880.0,B,NO,2,2020,S,WE,ZCON,56724.0
31046578,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:1,8110,EQSP,101,2020-11-10,2,NO,GR goods receipt,2020-10-31,2,NO,NO,2,2020-11-10,4996,4400042880.0,B,NO,2,2020,S,WE,ZCON,56724.0
31046579,PRE-FILTER 10 MICRON TYPE:FLANGE SIZE:50,8110,EQSP,101,2020-11-10,2,NO,GR goods receipt,2020-10-31,2,NO,NO,2,2020-11-10,2168,4400042880.0,B,NO,2,2020,S,WE,ZCON,56724.0
31046580,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:7,8110,EQSP,101,2020-11-10,2,NO,GR goods receipt,2020-10-31,2,NO,NO,2,2020-11-10,2793,4400042880.0,B,NO,2,2020,S,WE,ZCON,56724.0
31046581,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:9,8110,EQSP,101,2020-11-10,1,NO,GR goods receipt,2020-10-31,1,NO,NO,1,2020-11-10,2165,4400042880.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046582,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:1,8110,EQSP,101,2020-11-10,1,NO,GR goods receipt,2020-10-31,1,NO,NO,1,2020-11-10,2835,4400042880.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046583,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:4,8110,EQSP,101,2020-11-10,1,NO,GR goods receipt,2020-10-31,1,NO,NO,1,2020-11-10,840,4400042880.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046584,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:7,8110,EQSP,101,2020-11-10,1,NO,GR goods receipt,2020-10-31,1,NO,NO,1,2020-11-10,1522,4400042880.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046585,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:7,8110,EQSP,101,2020-11-10,1,NO,GR goods receipt,2020-10-31,1,NO,NO,1,2020-11-10,1492,4400042880.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046586,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:8,8110,EQSP,101,2020-11-10,2,NO,GR goods receipt,2020-10-31,2,NO,NO,2,2020-11-10,3222,4400042880.0,B,NO,2,2020,S,WE,ZCON,56724.0
31046587,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:1,8110,EQSP,101,2020-11-10,2,NO,GR goods receipt,2020-10-31,2,NO,NO,2,2020-11-10,4437,4400042880.0,B,NO,2,2020,S,WE,ZCON,56724.0
31046588,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:5,8110,EQSP,101,2020-11-10,1,NO,GR goods receipt,2020-10-31,1,NO,NO,1,2020-11-10,1205,4400042880.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046589,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:4,8110,EQSP,101,2020-11-10,1,NO,GR goods receipt,2020-10-31,1,NO,NO,1,2020-11-10,964,4400042880.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046590,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:8,8110,EQSP,101,2020-11-10,2,NO,GR goods receipt,2020-10-31,2,NO,NO,2,2020-11-10,3565,4400042880.0,B,NO,2,2020,S,WE,ZCON,56724.0
31046591,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:5,8110,EQSP,101,2020-11-10,4,NO,GR goods receipt,2020-10-31,4,NO,NO,4,2020-11-10,4974,4400042880.0,B,NO,4,2020,S,WE,ZCON,56724.0
31046592,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:8,8110,EQSP,101,2020-11-10,1,NO,GR goods receipt,2020-10-31,1,NO,NO,1,2020-11-10,1507,4400042880.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046593,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:4,8110,EQSP,101,2020-11-10,1,NO,GR goods receipt,2020-10-31,1,NO,NO,1,2020-11-10,963,4400042880.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046594,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:5,8110,EQSP,101,2020-11-10,1,NO,GR goods receipt,2020-10-31,1,NO,NO,1,2020-11-10,1274,4400042880.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046595,PRE-FILTER 5 MICRON TYPE: FLANGE SIZE:11,8110,EQSP,101,2020-11-10,7,NO,GR goods receipt,2020-10-31,7,NO,NO,7,2020-11-10,15202,4400042880.0,B,NO,7,2020,S,WE,ZCON,56724.0
31046596,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:7,8110,EQSP,101,2020-11-10,8,NO,GR goods receipt,2020-10-31,8,NO,NO,8,2020-11-10,12342,4400042880.0,B,NO,8,2020,S,WE,ZCON,56724.0
31046597,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:7,8110,EQSP,101,2020-11-10,2,NO,GR goods receipt,2020-10-31,2,NO,NO,2,2020-11-10,3434,4400042880.0,B,NO,2,2020,S,WE,ZCON,56724.0
31046598,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:6,8110,EQSP,101,2020-11-10,2,NO,GR goods receipt,2020-10-31,2,NO,NO,2,2020-11-10,2800,4400042880.0,B,NO,2,2020,S,WE,ZCON,56724.0
31046599,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:8,8110,EQSP,101,2020-11-10,6,NO,GR goods receipt,2020-10-31,6,NO,NO,6,2020-11-10,8859,4400042880.0,B,NO,6,2020,S,WE,ZCON,56724.0
31046600,"PLC CPU,MAKE;ALLEN BRADLEY,CATNO:-1769-L",8110,INSP,101,2020-10-06,1,NO,GR goods receipt,2020-10-05,1,NO,NO,1,2020-10-06,128165,4400045551.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046601,"IPC,MAKE;-ALLENBRADLEY,CATNO:-6181P-15A2",8110,INSP,101,2020-09-16,1,NO,GR goods receipt,2020-09-15,1,NO,NO,1,2020-09-16,256417,4400044005.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046603,"TEMPERATURE SENSOR,MAKE:-ANDERSON NEGELE",8110,INSP,101,2020-11-11,1,NO,GR goods receipt,2020-11-03,1,NO,NO,1,2020-11-11,39775,4400043992.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046604,"TEMPERATURE SENSOR,MAKE;-ANDERSON NEGELE",8110,INSP,101,2020-11-11,1,NO,GR goods receipt,2020-11-03,1,NO,NO,1,2020-11-11,38850,4400043992.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046615,DN025 2-WAY MKIII FORGED BODY /  TC ENDS,8110,UTL,101,2020-08-01,4,NO,GR goods receipt,2020-07-24,4,NO,NO,4,2020-08-01,60300,4400042095.0,B,NO,4,2020,S,WE,ZCON,56724.0
31046616,FABRICATED BLOCK VALVE SS316L  SW0302A M,8110,UTL,101,2020-08-01,6,NO,GR goods receipt,2020-07-24,6,NO,NO,6,2020-08-01,364410,4400042095.0,B,NO,6,2020,S,WE,ZCON,56724.0
31046634,"PLC, Make: Versa max GE, Model: Micro pl",8110,INSP,101,2020-08-14,1,NO,GR goods receipt,2020-08-14,1,NO,NO,1,2020-08-14,28980,4400042720.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046687,PROXIMITY SWITCH PART NO.0005-3727-000,8110,EQSP,101,2020-06-29,1,NO,GR goods receipt,2020-05-05,1,NO,NO,1,2020-06-29,14864,4700002925.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046691,PUMP  VACUUM  DEGAS  ICS3/5 WITHOUT BLEE,8110,4017,101,2020-06-13,1,NO,GR goods receipt,2020-06-09,1,NO,NO,1,2020-06-13,228266,4400042320.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046696,"MICRO ANALOG EXPANSION UNIT, MAKE: GE, M",8110,INSP,101,2020-08-14,1,NO,GR goods receipt,2020-08-14,1,NO,NO,1,2020-08-14,33810,4400042720.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046787,"PCB, MAIN BOARD, GS-900,CATALOG NO-10027",8110,PRCN,101,2020-06-03,1,NO,GR goods receipt,2020-06-02,1,NO,NO,1,2020-06-03,39839,4400041222.0,B,NO,1,2020,S,WE,ZCON,56724.0
31046909,TOUCH PANEL SIMATIC HMI TP700 COMFORT CO,8110,INSP,101,2020-08-29,2,NO,GR goods receipt,2020-08-26,2,NO,NO,2,2020-08-29,124524,4400041356.0,B,NO,2,2020,S,WE,ZCON,56724.0
31047117,TEMPERATURE TRANSMITTER 0-150DEG RADIX,8110,INSP,101,2020-08-04,1,NO,GR goods receipt,2020-07-29,1,NO,NO,1,2020-08-04,1758,4400041242.0,B,NO,1,2020,S,WE,ZCON,56724.0
31047124,"AIR FLOW METER, MODEL: H250,SR.NO. 05393",8110,EQSP,101,2020-06-23,1,NO,GR goods receipt,2020-06-15,1,NO,NO,1,2020-06-23,85120,4400041749.0,B,NO,1,2020,S,WE,ZCON,56724.0
31047125,PRE-FILTER 10 MICRON TYPE: FLANGE SIZE:4,8110,EQSP,101,2020-11-10,2,NO,GR goods receipt,2020-10-31,2,NO,NO,2,2020-11-10,2040,4400042880.0,B,NO,2,2020,S,WE,ZCON,56724.0
31047126,PRE-FILTER 5 MICRON TYPE: FLANGE SIZE:43,8110,EQSP,101,2020-11-10,1,NO,GR goods receipt,2020-10-31,1,NO,NO,1,2020-11-10,893,4400042880.0,B,NO,1,2020,S,WE,ZCON,56724.0
31047145,"CAMFIL (HEPA) FILTERS, MIDILAR MD(GS) 11",8110,UTL,101,2020-08-11,1,NO,GR goods receipt,2020-07-31,1,NO,NO,1,2020-08-11,21501,4400041366.0,B,NO,1,2020,S,WE,ZCON,56724.0
31047146,"CAMFIL (HEPA) FILTERS, MIDILAR MD(GS)-18",8110,UTL,101,2020-08-11,7,NO,GR goods receipt,2020-07-31,7,NO,NO,7,2020-08-11,179550,4400041366.0,B,NO,7,2020,S,WE,ZCON,56724.0
31047147,"CAMFIL (ULPA) FILTERS, MEGALAR MGA-457*6",8110,UTL,101,2020-08-11,1,NO,GR goods receipt,2020-07-31,1,NO,NO,1,2020-08-11,17865,4400041366.0,B,NO,1,2020,S,WE,ZCON,56724.0
31047148,"CAMFIL (ULPA) FILTERS, MAXILAR MXA-914*4",8110,UTL,101,2020-08-12,8,NO,GR goods receipt,2020-07-31,8,NO,NO,8,2020-08-12,219640,4400041497.0,B,NO,8,2020,S,WE,ZCON,56724.0
31047148,"CAMFIL (ULPA) FILTERS, MAXILAR MXA-914*4",8110,UTL,101,2020-08-11,5,NO,GR goods receipt,2020-07-31,5,NO,NO,5,2020-08-11,107775,4400041366.0,B,NO,5,2020,S,WE,ZCON,56724.0
31047149,"CAMFIL (ULPA) FILTERS, MEGALAR MGA-1260*",8110,UTL,101,2020-08-11,2,NO,GR goods receipt,2020-07-31,2,NO,NO,2,2020-08-11,53550,4400041366.0,B,NO,2,2020,S,WE,ZCON,56724.0
31047150,SOLENOIDCOILMODEL:D5245SR61 PR.RANGE 2-1,8110,EQSP,101,2020-05-26,12,NO,GR goods receipt,2020-05-22,12,NO,NO,12,2020-05-26,4811,4400041751.0,B,NO,12,2020,S,WE,ZCON,56724.0
31047160,"ZF06 COMP RELAY KIT , CODE - 11226,MODEL",8110,INSP,101,2021-01-27,1,NO,GR goods receipt,2021-01-25,1,NO,NO,1,2021-01-27,10175,4400043814.0,B,NO,1,2021,S,WE,ZCON,56724.0
31047162,SNAP AIV-I MODULE 2 CHANNEL - CODE - 611,8110,INSP,101,2021-01-27,1,NO,GR goods receipt,2021-01-25,1,NO,NO,1,2021-01-27,26964,4400043814.0,B,NO,1,2021,S,WE,ZCON,56724.0
31047163,SNAP AITM8 MODULE 8 CHANNEL - CODE - 611,8110,INSP,101,2020-08-14,1,NO,GR goods receipt,2020-08-06,1,NO,NO,1,2020-08-14,49488,4400043814.0,B,NO,1,2020,S,WE,ZCON,56724.0
31047164,SNAP AITM2I MODULE 2 CHANNEL - CODE - 61,8110,INSP,101,2020-08-14,1,NO,GR goods receipt,2020-08-06,1,NO,NO,1,2020-08-14,22894,4400043814.0,B,NO,1,2020,S,WE,ZCON,56724.0
31047165,SNAP ODC5SNK MODULE 4 CHANNEL - CODE - 6,8110,INSP,101,2021-01-27,1,NO,GR goods receipt,2021-01-25,1,NO,NO,1,2021-01-27,4255,4400043814.0,B,NO,1,2021,S,WE,ZCON,56724.0
31047166,SNAP OAC5 MODULE 4 CHANNEL - CODE - 6110,8110,INSP,101,2020-08-14,1,NO,GR goods receipt,2020-08-06,1,NO,NO,1,2020-08-14,5596,4400043814.0,B,NO,1,2020,S,WE,ZCON,56724.0
31047167,"SNAP PAC-R1 CONTROLLER - SNAP-PAC-R1, CO",8110,INSP,101,2020-08-14,1,NO,GR goods receipt,2020-08-06,1,NO,NO,1,2020-08-14,127188,4400043814.0,B,NO,1,2020,S,WE,ZCON,56724.0
31047168,"SOLENOID VALVE 3/8"" EVU3 WITH COIL - EVU",8110,INSP,101,2020-08-14,2,NO,GR goods receipt,2020-08-06,2,NO,NO,2,2020-08-14,8684,4400043814.0,B,NO,2,2020,S,WE,ZCON,56724.0
31047169,"DISCHARGE GAUGE 0 TO 500 PSI - N2000G, C",8110,INSP,101,2020-08-14,1,NO,GR goods receipt,2020-08-06,1,NO,NO,1,2020-08-14,3183,4400043814.0,B,NO,1,2020,S,WE,ZCON,56724.0
31047171,HIGH/ LOW PRESSURE CONTROL SWITCH (KP15),8110,INSP,101,2020-08-14,1,NO,GR goods receipt,2020-08-06,1,NO,NO,1,2020-08-14,11979,4400043814.0,B,NO,1,2020,S,WE,ZCON,56724.0
31047172,"VACUUM PUMP MODEL:2AV1110-0KC00-7P,MAKE:",8110,EQSP,101,2020-10-05,1,NO,GR goods receipt,2020-09-24,1,NO,NO,1,2020-10-05,250270,4400041640.0,B,NO,1,2020,S,WE,ZCON,56724.0
31047197,"FAN MOTOR SE4-E11L5P, 1Ø 230V 4P 50/60HZ",8110,UTL,101,2020-05-19,2,NO,GR goods receipt,2020-05-12,2,NO,NO,2,2020-05-19,65700,4400041359.0,B,NO,2,2020,S,WE,ZCON,56724.0
31047202,"ROTOR , MODEL: USM-T260, 30MM SILICONE C",8110,EQSP,101,2020-06-13,1,NO,GR goods receipt,2020-06-05,1,NO,NO,1,2020-06-13,541969,4700002975.0,B,NO,1,2020,S,WE,ZCON,56724.0
31047203,"TANK PLATE , MODEL : USM/HS-T260 , CATAL",8110,EQSP,101,2020-06-13,1,NO,GR goods receipt,2020-06-05,1,NO,NO,1,2020-06-13,132787,4700002975.0,B,NO,1,2020,S,WE,ZCON,56724.0
31047204,"BEARING , MODEL : GMP5000-3000- MALE BEA",8110,EQSP,101,2020-06-13,1,NO,GR goods receipt,2020-06-05,1,NO,NO,1,2020-06-13,140600,4700002975.0,B,NO,1,2020,S,WE,ZCON,56724.0
31047234,"NA51 PNEUMATIC ACTUATOR, NC PLASTIC, CAT",8110,EQSP,101,2020-06-13,2,NO,GR goods receipt,2020-06-05,2,NO,NO,2,2020-06-13,157324,4700002975.0,B,NO,2,2020,S,WE,ZCON,56724.0
31047238,CO2 CYLINDER KEYS,8110,UTL,101,2020-06-01,5,NO,GR goods receipt,2020-05-30,5,NO,NO,5,2020-06-01,225,4400042079.0,B,NO,5,2020,S,WE,ZCON,56724.0
31047238,CO2 CYLINDER KEYS,8110,UTL,101,2020-05-22,5,NO,GR goods receipt,2020-05-22,5,NO,NO,5,2020-05-22,225,4400041715.0,B,NO,5,2020,S,WE,ZCON,56724.0
31047239,"CAMFIL (ULPA) FILTERS, MIDILAR MD(GS)-18",8110,UTL,101,2020-08-13,2,NO,GR goods receipt,2020-07-31,2,NO,NO,2,2020-08-13,51300,4400042646.0,B,NO,2,2020,S,WE,ZCON,56724.0
31047239,"CAMFIL (ULPA) FILTERS, MIDILAR MD(GS)-18",8110,UTL,101,2020-08-12,13,NO,GR goods receipt,2020-07-31,13,NO,NO,13,2020-08-12,333450,4400041497.0,B,NO,13,2020,S,WE,ZCON,56724.0
31047242,PID CONTROLLER ALONG WITH INDICATION OF,8110,HVAC,101,2020-06-11,6,NO,GR goods receipt,2020-06-10,6,NO,NO,6,2020-06-11,150000,4400042424.0,B,NO,6,2020,S,WE,ZCON,56724.0
31047243,"ROOM MOUNTED TEMPERATURE,HUMIDITY SENSOR",8110,HVAC,101,2020-06-11,6,NO,GR goods receipt,2020-06-10,6,NO,NO,6,2020-06-11,57000,4400042424.0,B,NO,6,2020,S,WE,ZCON,56724.0
31047244,MANIFOLD FOR CHILLED WATER POST COOLING,8110,HVAC,101,2020-06-11,4,NO,GR goods receipt,2020-06-10,4,NO,NO,4,2020-06-11,157664,4400042424.0,B,NO,4,2020,S,WE,ZCON,56724.0
31047245,MANIFOLD FOR CHILLED WATER POST COOLING,8110,HVAC,101,2020-06-11,2,NO,GR goods receipt,2020-06-10,2,NO,NO,2,2020-06-11,105468,4400042424.0,B,NO,2,2020,S,WE,ZCON,56724.0
31047246,POST COOLING UNIT MADE OF 25+/-2MM THICK,8110,HVAC,101,2020-06-11,6,NO,GR goods receipt,2020-06-10,6,NO,NO,6,2020-06-11,405000,4400042424.0,B,NO,6,2020,S,WE,ZCON,56724.0
31047259,LUX METER BATTRY,8110,PRCN,101,2020-12-31,30,NO,GR goods receipt,2020-12-30,30,NO,NO,30,2020-12-31,6960,4400047080.0,B,NO,30,2020,S,WE,ZCON,56724.0
31047259,LUX METER BATTRY,8110,GEN,101,2020-05-23,16,NO,GR goods receipt,2020-05-22,16,NO,NO,16,2020-05-23,400,4400041891.0,B,NO,16,2020,S,WE,ZCON,56724.0
31047262,TOP COVERS 8 MODULE,8110,ELSP,101,2020-05-22,25,NO,GR goods receipt,2020-05-19,25,NO,NO,25,2020-05-22,2628,4400041392.0,B,NO,25,2020,S,WE,ZCON,56724.0
31047283,BUILT IN DOT MATRIX PRINTER FOR OSMOMAT,8310,RD01,101,2020-10-08,1,NO,GR goods receipt,2020-10-05,1,NO,NO,1,2020-10-08,52780,4400044147.0,B,NO,1,2020,S,WE,ZCON,56724.0
31047293,GI DUCTING 24 G( 0.750MM ) WITH ACCESSOR,8110,HVAC,101,2020-06-11,59.6,M2,GR goods receipt,2020-06-10,59.6,M2,M2,59.6,2020-06-11,39634,4400042424.0,B,M2,59.6,2020,S,WE,ZCON,56724.0
31047294,HVAC DUCTING INSULATION 13 MM THICK,8110,HVAC,101,2020-06-11,24,M2,GR goods receipt,2020-06-10,24,M2,M2,24,2020-06-11,10560,4400042424.0,B,M2,24,2020,S,WE,ZCON,56724.0
31047295,HVAC DUCTING INSULATION 19 MM THICK,8110,HVAC,101,2020-06-11,24,M2,GR goods receipt,2020-06-10,24,M2,M2,24,2020-06-11,15456,4400042424.0,B,M2,24,2020,S,WE,ZCON,56724.0
31047363,"PRE FILTER ,SIZE-610X610X300MM, MAKE-THE",8110,UTL,101,2021-02-26,2,NO,GR goods receipt,2021-02-08,2,NO,NO,2,2021-02-26,3652,4400042689.0,B,NO,2,2021,S,WE,ZCON,56724.0
31047363,"PRE FILTER ,SIZE-610X610X300MM, MAKE-THE",8110,UTL,102,2021-02-23,-2,NO,GR for PO   reversal,2021-02-08,-2,NO,NO,-2,2021-02-23,-3652,4400042689.0,B,NO,-2,2021,H,WE,ZCON,56724.0
31047363,"PRE FILTER ,SIZE-610X610X300MM, MAKE-THE",8110,UTL,101,2021-02-12,2,NO,GR goods receipt,2021-02-08,2,NO,NO,2,2021-02-12,3652,4400042689.0,B,NO,2,2021,S,WE,ZCON,56724.0
31047364,"SUPPLY HEPA FILTER SIZE-580X580X105, MAK",8110,UTL,101,2021-02-26,26,NO,GR goods receipt,2021-02-08,26,NO,NO,26,2021-02-26,185588,4400042689.0,B,NO,26,2021,S,WE,ZCON,56724.0
31047364,"SUPPLY HEPA FILTER SIZE-580X580X105, MAK",8110,UTL,102,2021-02-23,-26,NO,GR for PO   reversal,2021-02-08,-26,NO,NO,-26,2021-02-23,-185588,4400042689.0,B,NO,-26,2021,H,WE,ZCON,56724.0
31047364,"SUPPLY HEPA FILTER SIZE-580X580X105, MAK",8110,UTL,101,2021-02-12,26,NO,GR goods receipt,2021-02-08,26,NO,NO,26,2021-02-12,185588,4400042689.0,B,NO,26,2021,S,WE,ZCON,56724.0
31047364,"SUPPLY HEPA FILTER SIZE-580X580X105, MAK",8110,UTL,101,2020-11-10,69,NO,GR goods receipt,2020-10-31,69,NO,NO,69,2020-11-10,510222,4400042689.0,B,NO,69,2020,S,WE,ZCON,56724.0
31047364,"SUPPLY HEPA FILTER SIZE-580X580X105, MAK",8110,UTL,101,2020-10-09,50,NO,GR goods receipt,2020-10-08,50,NO,NO,50,2020-10-09,356900,4400042689.0,B,NO,50,2020,S,WE,ZCON,56724.0
31047393,FAN BLADES (6 NOS ) WITH HUB PAHARPUR CO,8110,HVAC,101,2020-08-24,2,NO,GR goods receipt,2020-08-24,2,NO,NO,2,2020-08-24,45650,4400041839.0,B,NO,2,2020,S,WE,ZCON,56724.0
